timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-02T06:08:26,EnergyEfficiencyApp,8a316bf9-a333-465d-9802-5f4cff80015a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.0756852469999103,2.2414820804836637e-06,2.083771332492627e-06,28.002016,0.0,10.0,4.474954495747308e-06,0.0,1.5973113638880126e-06,6.072265859635321e-06,0.0,United States,USA,virginia,,,Linux-6.8.0-1030-azure-x86_64-with-glibc2.39,3.12.1,3.2.2,2,AMD EPYC 7763 64-Core Processor,,,-78.1539,38.7095,7.758457183837891,machine,0,0,0,0,N,1.0,0.0
